"label","id","Degree","Betweenness","Pagerank","Cluster","Gene","Strain","Diameter","Count","N","Essential","Var","TIGR4.old.x","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.old.y","TIGR4.new","TAIWAN.19F.new","D39.old","D39.new"
"SPT_1190",270,54,1037.92049909967,0.510205257583713,1815,"SPT_RS05895","19F",0.00172319575311838,370,370,FALSE,0.692515247327479,"SP_1164","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","acetoin dehydrogenase, E1 component subunit alpha",0,"Nonessential","SP_1164","SP_RS05740","SPT_RS05895","SPD_1028","SPD_RS05470"
"SPT_0481",271,102,1548.68569054241,0.99464362856332,3472,"SPT_RS02410","19F",0.000283490354099063,372,371,FALSE,2.42248967808808,"SP_0445","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvB","acetolactate synthase catalytic subunit (EC 2.2.1.6)",0,"Nonessential","SP_0445","SP_RS02190","SPT_RS02410","SPD_0404","SPD_RS02150"
"SPT_1189",272,54,1037.92049909967,0.510205257583714,2371,"SPT_RS05890","19F",0.00351950517485728,370,370,FALSE,4.3247012615746,"SP_1163","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","acetoin dehydrogenase, E1 component subunit beta",0,"Nonessential","SP_1163","SP_RS05735","SPT_RS05890","SPD_1027","SPD_RS05465"
"SPT_1945",273,41,251,0.427823730292653,3448,"SPT_RS09650","19F",0.00157991858449743,372,371,FALSE,0.344542258208521,"SP_1966","Intracellular","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"murA-2","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",0,"Nonessential","SP_1966","SP_RS09880","SPT_RS09650","SPD_1764","SPD_RS09325"
"SPT_1127",274,41,251,0.427823730292653,3249,"SPT_RS05575","19F",0.00127932433575118,372,371,TRUE,0.485417975326005,"SP_1081","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"","UDP-N-acetylglucosamine 1-carboxyvinyltransferase
; UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (EC 2.5.1.7)",13,"Evolvable.Essential","SP_1081","SP_RS05345","SPT_RS05575","SPD_0967","SPD_RS05160"
"SPT_1772",275,12,840.000420664,0.00111874960490537,1246,"SPT_RS08830","19F",0.00394138173252778,370,369,FALSE,0.862008842385511,"SP_1855","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","zinc-containing alcohol dehydrogenase",0,"Nonessential","SP_1855","SP_RS09205","SPT_RS08830","SPD_1636","SPD_RS08645"
"SPT_2050",276,12,840.000420664,0.00111874960490538,2215,"SPT_RS10150","19F",0.00341754630085105,372,371,FALSE,3.13807124736318,"SP_2055","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","zinc-containing alcohol dehydrogenase",0,"Nonessential","SP_2055","SP_RS10390","SPT_RS10150","SPD_1865","SPD_RS09835"
"SPT_0330",277,12,840.000420664,0.00111874960490539,3630,"SPT_RS01675","19F",0.00453630211983442,372,371,FALSE,1.68133113316132,"SP_0285","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","alcohol dehydrogenase",0,"Nonessential","SP_0285","SP_RS01400","SPT_RS01675","SPD_0265","SPD_RS01420"
"SPT_2021",278,12,840.000420664,0.00111874960490538,3443,"SPT_RS10010","19F",0.00122286333869479,372,371,FALSE,2.0882336356026,"SP_2026","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","acetaldehyde-CoA/alcohol dehydrogenase",0,"Nonessential","SP_2026","SP_RS10245","SPT_RS10010","SPD_1834","SPD_RS09690"
"SPT_0520",279,3,0,1.76754172264416e-17,1551,"SPT_RS02590","19F",0.00415624620501702,371,371,FALSE,0.53439906308664,"SP_0479","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,""," Trk family potassium uptake protein",0,"Nonessential","SP_0479","SP_RS02365","SPT_RS02590","SPD_0429","SPD_RS02285"
"SPT_0521",280,3,0,1.80173778798761e-17,2287,"SPT_RS02595","19F",0.00345967252589218,372,371,FALSE,0.407041868650315,"SP_0480","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"trkA","potassium transporter peripheral membrane protein, sapG",0,"Nonessential","SP_0480","SP_RS02370","SPT_RS02595","SPD_0430","SPD_RS02290"
"SPT_1740",284,71,5702.20028410491,0.552948922895339,3349,"SPT_RS08660","19F",0.0136458631450854,372,371,FALSE,1.07380033201687,"SP_1817","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpE","anthranilate synthase component I",0,"Nonessential","SP_1817","SP_RS09020","SPT_RS08660","SPD_1602","SPD_RS08470"
"SPT_2017",285,22,1.37582417582418,0.0145171419686352,16,"SPT_RS09990","19F",0.264691222585257,744,371,FALSE,2.39722975961043,"SP_2021","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"bglB","beta-glucosidase",0,"Nonessential","SP_2021","SP_RS10225","SPT_RS09990","SPD_1830","SPD_RS09670"
"SPT_0312",286,22,1.37582417582418,0.0145171419686352,16,"SPT_RS01575","19F",0.264691222585257,744,371,FALSE,0.984101572435948,"SP_0265","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","glycosyl hydrolase",0,"Nonessential","SP_0265","SP_RS01300","SPT_RS01575","SPD_0247","SPD_RS01325"
"SPT_1778",287,3,1.45919514862638,0.000218143110803179,193,"SPT_RS08855","19F",0.0114381045996169,372,371,FALSE,0.415914070819587,"SP_1860","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"proWX","Choline transporter",0,"Nonessential","SP_1860","SP_RS09230","SPT_RS08855","SPD_1642","SPD_RS08685"
"SPT_1779",288,3,1.45919514862638,0.000218143110803177,3288,"SPT_RS08860","19F",0.00732597323067274,372,371,FALSE,0.537716689419756,"SP_1861","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"proV","Choline transporter",0,"Nonessential","SP_1861","SP_RS09235","SPT_RS08860","SPD_1643","SPD_RS08690"
"SPT_0778",289,29,548.078342777957,8.68230513330808e-09,344,"SPT_RS03870","19F",0.00521758820432456,372,371,TRUE,0.374238804665535,"SP_0765","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"holA","DNA polymerase III subunit delta",15,"Essential","SP_0765","SP_RS03735","SPT_RS03870","SPD_0666","SPD_RS03545"
"SPT_0498",290,64,1166.94938877225,0.59486110784475,2828,"SPT_RS02485","19F",0.000623113789428253,372,371,FALSE,1.09140934956369,"SP_0459","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","formate acetyltransferase",0,"Nonessential","SP_0459","SP_RS02265","SPT_RS02485","SPD_0420","SPD_RS02225"
"SPT_0951",291,24,897.955496271702,0.0422979089861784,34,"SPT_RS04710","19F",0.000124973432518595,372,371,FALSE,1.66280589420984,"SP_1276","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"CarA","Carbamoyl-phosphate synthase, small subunit",0,"Nonessential","SP_1276","SP_RS06255","SPT_RS04710","SPD_1132","SPD_RS05985"
"SPT_0952",292,24,897.955496271702,0.0422979089861785,3553,"SPT_RS04715","19F",0.00298852906246932,372,371,FALSE,1.54653199527002,"SP_1275","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"CarB","Carbamoyl-phosphate synthase, large subunit",0,"Nonessential","SP_1275","SP_RS06250","SPT_RS04715","SPD_1131","SPD_RS05980"
"SPT_1734",293,17,1306.24510711378,0.0112694304125488,1879,"SPT_RS08630","19F",0.0117978116544022,372,371,FALSE,0.818012047546897,"SP_1811","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpA","tryptophan synthase subunit alpha",0,"Nonessential","SP_1811","SP_RS08990","SPT_RS08630","SPD_1596","SPD_RS08440"
"SPT_1735",294,17,1306.24510711378,0.0112694304125488,2734,"SPT_RS08635","19F",0.00566703539264812,372,371,FALSE,0.729198602873033,"SP_1812","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpB","tryptophan synthase subunit beta",0,"Nonessential","SP_1812","SP_RS08995","SPT_RS08635","SPD_1597","SPD_RS08445"
"SPT_0245",295,30,1140.98495661984,0.0422085930915429,2321,"SPT_RS01235","19F",0.0240243194368981,372,371,FALSE,0.593070824521126,"SP_0197","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Dihydrofolate synthase (EC 6.3.2.12)",0,"Nonessential","SP_0197","SP_RS00955","SPT_RS01235","SPD_0183","SPD_RS00990"
"SPT_0336",296,30,1140.98495661984,0.0422085930915429,3259,"SPT_RS01700","19F",0.012865194015413,372,371,TRUE,0.427645863993847,"SP_0290","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Dihydrofolate synthase (EC 6.3.2.12) ",15,"Essential","SP_0290","SP_RS01425","SPT_RS01700","SPD_0270","SPD_RS01445"
"SPT_2139",297,26,723.289875783439,0.016183913686879,252,"SPT_RS10595","19F",0.00945873446172433,372,371,FALSE,0.639923293799523,"SP_2127","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"tktA2","Transketolase, C-terminal subunit",0,"Nonessential","SP_2127","SP_RS10855","SPT_RS10595","SPD_1957","SPD_RS10290"
"SPT_2140",298,26,723.289875783439,0.0161839136868791,1770,"SPT_RS10600","19F",0.00684242146494465,372,371,FALSE,0.919518496750724,"SP_2128","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"tktA1","Transketolase, N-terminal subunit",0,"Nonessential","SP_2128","SP_RS10860","SPT_RS10600","SPD_1958","SPD_RS10295"
"SPT_2025",299,26,723.289875783439,0.016183913686879,2871,"SPT_RS10030","19F",0.0803449956356689,544,371,FALSE,0.846378444617139,"SP_1615","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"RecP1","Transketolase",0,"Nonessential","SP_1615","SP_RS07965","SPT_RS10030","SPD_1839","SPD_RS09710"
"SPT_1748",300,6,649.40152037498,9.18717987493984e-06,1361,"SPT_RS08710","19F",0.225856104987845,636,371,FALSE,0.932175482594863,"SP_1828","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galE2","UDP-glucose 4-epimerase",7,"Evolvable.Essential","SP_1828","SP_RS09070","SPT_RS08710","SPD_1612","SPD_RS08520"
"SPT_1547",301,6,649.40152037498,9.18717987493664e-06,1361,"SPT_RS07685","19F",0.225856104987845,636,371,TRUE,0.488208536615413,"SP_1607","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Putative UDP-glucose 4-epimerase",7,"Evolvable.Essential","SP_1607","SP_RS07925","SPT_RS07685","SPD_1432","SPD_RS07545"
"SPT_1803",304,95,271.003434247983,0.972900605218795,1939,"SPT_RS08980","19F",0.000931904573646079,372,371,FALSE,0.793984671218389,"SP_1885","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_1885","SP_RS09355","SPT_RS08980","SPD_1665","SPD_RS08805"
"SPT_1802",305,95,271.003434247983,0.972900605218795,1672,"SPT_RS08975","19F",0.00790016068468626,375,371,FALSE,1.22916667477988,"SP_1884","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, trehalose-specific IIB component",0,"Nonessential","SP_1884","SP_RS09350","SPT_RS08975","SPD_1664","SPD_RS08800"
"SPT_0140",306,56,1235.60684429573,0.568064514482562,1296,"SPT_RS00710","19F",0.00156804466475928,372,371,FALSE,0.782560853341467,"SP_0106","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"sdaB","L-serine dehydratase, iron-sulfur-dependent, beta subunit (EC 4.3.1.17)",0,"Nonessential","SP_0106","SP_RS00540","SPT_RS00710","SPD_0103","SPD_RS00540"
"SPT_0746",307,50,342.101588894829,0.501985622485885,2893,"SPT_RS03720","19F",0.000220532089570517,372,371,FALSE,1.57703336174826,"SP_0730","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"spxB","pyruvate oxidase",0,"Nonessential","SP_0730","SP_RS03575","SPT_RS03720","SPD_0636","SPD_RS03395"
"SPT_1068",308,50,709.561211651833,0.501780089917168,2861,"SPT_RS05285","19F",0.00835368574628618,372,371,FALSE,1.06230111680858,"SP_1014","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"dapA","dihydrodipicolinate synthase (EC 4.3.3.7)",0,"Nonessential","SP_1014","SP_RS05035","SPT_RS05285","SPD_0901","SPD_RS04805"
"SPT_1197",309,102,7335.52832308523,0.985470113411426,2660,"SPT_RS05935","19F",0.0482984958325231,381,357,FALSE,0.722183867609904,"SP_1173","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,""," PTS system mannnose-specific transporter subunit IIA",0,"Nonessential","SP_1173","SP_RS05780","SPT_RS05935","SPD_1035","n.p"
"SPT_1683",310,49,0.957441782853285,0.51083966702914,3357,"SPT_RS08380","19F",0.0103024855486492,371,371,FALSE,0.564303296677798,"SP_1745","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","isochorismatase family protein",0,"Nonessential","SP_1745","SP_RS08635","SPT_RS08380","SPD_1555","SPD_RS08210"
"SPT_0366",311,71,2854.00693307221,0.572794346718449,2116,"SPT_RS01855","19F",0.00601696678944028,370,370,FALSE,1.87047407854623,"SP_0317","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase",0,"Nonessential","SP_0317","SP_RS01540","SPT_RS01855","SPD_0289","SPD_RS01545"
"SPT_1008",312,98,461.197270577185,1,2228,"SPT_RS04980","19F",0.000999999999999989,372,371,FALSE,0.806701648203304,"SP_1220","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"Idh","L-lactate dehydrogenase",2,"Evolvable.Essential","SP_1220","SP_RS05980","SPT_RS04980","SPD_1078","SPD_RS05715"
"SPT_1302",313,91,606.069118744655,0.935952648922893,491,"SPT_RS06470","19F",0.00182773906676482,371,370,TRUE,0.441261552223613,"SP_0897","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"pyk","pyruvate kinase",15,"Essential","SP_0897","SP_RS04425","SPT_RS06470","SPD_0790","SPD_RS04185"
"SPT_1660",314,95,66.8530785515148,0.983512262647564,3301,"SPT_RS08260","19F",0.202839215777113,372,371,FALSE,0.995456698772989,"SP_1722","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system, glucose/sucrose specific IIB subunit",0,"Nonessential","SP_1722","SP_RS08520","SPT_RS08260","SPD_1532","SPD_RS08090"
"SPT_1615",315,58,4094.31774376108,0.568015134516591,1201,"SPT_RS08030","19F",0.109595740927441,562,370,FALSE,1.45849763284894,"SP_1676","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Putative N-acetylneuraminate lyase",0,"Nonessential","SP_1676","SP_RS08280","SPT_RS08030","SPD_1163","SPD_RS06145"
"SPT_0539",316,45,2294.29829070002,0.0793769495544687,1552,"SPT_RS02690","19F",0.00140287921554898,378,371,FALSE,1.94163917915244,"SP_0502","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"glnA","Glutamine synthetase, type I",1,"Evolvable.Essential","SP_0502","SP_RS02470","SPT_RS02690","SPD_0448","SPD_RS02380"
"SPT_0073",317,61,3795.51792312315,0.0903588267495258,1487,"SPT_RS00370","19F",0.00488985240012435,372,371,FALSE,0.40904441318583,"SP_0035","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"araT","aromatic amino acid aminotransferase",0,"Nonessential","SP_0035","SP_RS00215","SPT_RS00370","SPD_0041","SPD_RS00215"
"SPT_1798",318,28,563.602083906877,0.0503033433772368,1135,"SPT_RS08955","19F",0.0031776409014417,372,371,FALSE,0.229483281596122,"SP_1881","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"murI","Glutamate racemase",15,"Essential","SP_1881","SP_RS09330","SPT_RS08955","SPD_1661","SPD_RS08785"
"SPT_2080",319,45,9727.26653879468,0.043861820752984,80,"SPT_RS10300","19F",0.00483231725336562,372,371,TRUE,0.527535632721438,"SP_2069","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"gltX","glutamyl-tRNA synthetase",15,"Essential","SP_2069","SP_RS10540","SPT_RS10300","SPD_1896","SPD_RS09990"
"SPT_1348",320,60,2875.10504014741,0.0760049600111324,3777,"SPT_RS06700","19F",0.00387785253261678,372,371,FALSE,1.40862818226467,"SP_0856","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvE","branched-chain amino acid aminotransferase",0,"Nonessential","SP_0856","SP_RS04195","SPT_RS06700","SPD_0749","SPD_RS03970"
"SPT_1482",321,44,733.887443925285,0.0793353469142775,3892,"SPT_RS07365","19F",0.00759624803126815,372,371,FALSE,0.327641635846672,"SP_1544","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AspC","Aspartate aminotransferase",0,"Nonessential","SP_1544","SP_RS07605","SPT_RS07365","SPD_1373","SPD_RS07225"
"SPT_0313",322,50,5796.87911601202,0.0923645807513276,2,"SPT_RS01580","19F",0.00857269743783238,372,371,TRUE,1.07221009712659,"SP_0266","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","glucosamine--fructose-6-phosphate aminotransferase",15,"Essential","SP_0266","SP_RS01305","SPT_RS01580","SPD_0248","SPD_RS01330"
"SPT_1268",323,28,590.847404093923,0.0502957761400055,4048,"SPT_RS06290","19F",0.0072152268869319,371,370,FALSE,2.35900002579701,"SP_0931","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"proB","glutamate 5-kinase",0,"Nonessential","SP_0931","SP_RS04605","SPT_RS06290","SPD_0822","SPD_RS04375"
"SPT_0829",324,22,1677.04929882469,0.0416290786214543,1845,"SPT_RS04125","19F",0.000461340288861737,372,371,FALSE,0.398388740636089,"SP_1445","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"GuaA","GMP synthase",3,"Evolvable.Essential","SP_1445","SP_RS07100","SPT_RS04125","SPD_1274","SPD_RS06715"
"SPT_0084",325,22,605.326382181964,0.0416541093397807,3327,"SPT_RS00430","19F",0.0065582786875268,372,371,FALSE,1.68290631144571,"SP_0045","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","phosphoribosylformylglycinamidine synthase",0,"Nonessential","SP_0045","SP_RS00270","SPT_RS00430","SPD_0052","SPD_RS00280"
"SPT_0533",327,20,6.94745936422458,0.0416156371507133,1438,"SPT_RS02660","19F",0.00219389470457759,372,371,FALSE,4.83935390340507,"SP_0494","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrG","CTP synthase (EC 6.3.4.2)",0,"Nonessential","SP_0494","SP_RS02435","SPT_RS02660","SPD_0442","SPD_RS02350"
"SPT_0085",328,24,13342.8878196789,0.0417524252592467,3788,"SPT_RS00435","19F",0.00422970098739231,372,371,FALSE,0.784176408447286,"SP_0046","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purF","amidophosphoribosyltransferase",0,"Nonessential","SP_0046","SP_RS00275","SPT_RS00435","SPD_0053","SPD_RS00285"
"SPT_2102",329,10,4538.98603018355,0.000723643701197453,277,"SPT_RS10410","19F",0.0355750285752234,404,371,FALSE,0.47397499275274,"SP_2092","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galU","UTP-glucose-1-phosphate uridylyltransferase",15,"Essential","SP_2092","SP_RS10650","SPT_RS10410","SPD_1919","SPD_RS10100"
"SPT_1119",330,1,0,8.89184932439732e-06,405,"SPT_RS05535","19F",0.00500616395254321,372,371,FALSE,0.580502708753093,"SP_1076",NA,"METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","group 1 glycosyl transferase",15,"Essential","SP_1076","SP_RS05320","SPT_RS05535","SPD_0961","SPD_RS05120"
"SPT_0136",331,3,618.097829018055,8.90996595289641e-06,3993,"SPT_RS00685","19F",0.0122571970306521,364,363,FALSE,0.680250797466905,"SP_0102","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"ExoA"," glycosyl transferase",15,"Essential","SP_0102","SP_RS00515","SPT_RS00685","SPD_0098","SPD_RS00515"
"SPT_0362",333,10,0,0.00327191665177554,1292,"SPT_RS01835","19F",0.0476856489596303,411,370,FALSE,0.532351695465765,"SP_0312","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","glycosyl hydrolase",0,"Nonessential","SP_0312","SP_RS01520","SPT_RS01835","SPD_0285","SPD_RS01525"
"SPT_0692",334,38,831.678104093459,0.0752211335773919,115,"SPT_RS03445","19F",0.00356328046657504,372,371,FALSE,0.935729517739233,"SP_0668","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gki","glucokinase",0,"Nonessential","SP_0668","SP_RS03280","SPT_RS03445","SPD_0580","SPD_RS03110"
"SPT_1520",335,11,0,0.00355091642200931,2098,"SPT_RS07560","19F",0.00156160243311316,372,371,FALSE,1.0693207629366,"SP_1580","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"MsmK","Sputative sugar ABC transporter, ATPase component",0,"Nonessential","SP_1580","SP_RS07790","SPT_RS07560","SPD_1409","SPD_RS07420"
"SPT_2115",336,24,3137.36038760091,0.0229847855971894,2505,"SPT_RS10485","19F",0.0021639315408113,372,371,FALSE,2.42984158766901,"SP_2107","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"malM","4-alpha-glucanotransferase",1,"Evolvable.Essential","SP_2107","SP_RS10740","SPT_RS10485","SPD_1933","SPD_RS10180"
"SPT_1800",337,30,848.127042565034,0.0880707696649225,789,"SPT_RS08970","19F",0.00995329817314487,372,370,FALSE,1.10998938261975,"SP_1883","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Trehalose-6-phosphate hydrolase",5,"Evolvable.Essential","SP_1883","SP_RS09345","SPT_RS08970","SPD_1663","SPD_RS08795"
"SPT_1821",338,23,1376.84579254579,0.01152960087236,2515,"SPT_RS09065","19F",0.010366188053568,371,371,FALSE,1.18159207293693,"SP_1898","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"aga","Alpha-galactosidase",1,"Evolvable.Essential","SP_1898","SP_RS09430","SPT_RS09065","SPD_1678","SPD_RS08875"
"SPT_2228",340,9,212.694961146679,0.00999722559670285,2632,"SPT_RS11020","19F",0.00416456378778928,372,371,FALSE,0.767923657775752,"SP_2210","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","",0,"Nonessential","SP_2210","SP_RS11285","SPT_RS11020","SPD_2037","SPD_RS10690"
"SPT_2039",341,8,61.1693844048691,0.00821864955761967,1999,"SPT_RS10095","19F",0.00476712790848747,372,371,FALSE,0.39206786435356,"SP_2044","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"ackA","acetate kinase A",15,"Essential","SP_2044","SP_RS10330","SPT_RS10095","SPD_1853","SPD_RS09775"
"SPT_1463",342,23,3985.80778855293,0.048939667367611,2901,"SPT_RS07265","19F",0.006736216369765,372,371,FALSE,0.470450938893411,"SP_1525","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"MetB","Cystathionine gamma-synthase",0,"Nonessential","SP_1525","SP_RS07510","SPT_RS07265","SPD_1353","SPD_RS07115"
"SPT_2051",343,7,140.330846778628,0.0143040084055014,700,"SPT_RS10155","19F",0.00118937421729725,372,371,FALSE,1.17528712102129,"SP_2056","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"nagA","N-acetylglucosamine-6-phosphate deacetylase",0,"Nonessential","SP_2056","SP_RS10395","SPT_RS10155","SPD_1866","SPD_RS09840"
"SPT_2105",344,6,24.6287429471961,0.00271258807398635,3554,"SPT_RS10425","19F",0.00925319878820873,372,371,FALSE,0.533527738767516,"SP_2096","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","N-acetyldiaminopimelate deacetylase",0,"Nonessential","SP_2096","SP_RS10675","SPT_RS10425","SPD_1922","SPD_RS10115"
"SPT_0090",345,4,26.4031381921129,0.00896121372272313,3480,"SPT_RS00460","19F",0.0166047820974662,372,371,FALSE,1.10552789536528,"SP_0051","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purD","phosphoribosylamine--glycine ligase",0,"Nonessential","SP_0051","SP_RS00300","SPT_RS00460","SPD_0058","SPD_RS00310"
"SPT_1076",346,18,4007.49612320827,0.0255420856863668,3051,"SPT_RS05325","19F",0.00532298588931577,372,371,FALSE,1.39346682882406,"SP_1024","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"glyA","Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)",0,"Nonessential","SP_1024","SP_RS05085","SPT_RS05325","SPD_0910","SPD_RS04850"
"SPT_1636",347,5,435.069278002988,0.0168346830492227,3390,"SPT_RS08135","19F",0.0121898577582867,372,371,TRUE,0.50028438238746,"SP_1698","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AlaR","Alanine racemase",15,"Essential","SP_1698","SP_RS08395","SPT_RS08135","SPD_1508","SPD_RS07955"
"SPT_0891",348,18,1667.50816456491,0.00916919696923439,2060,"SPT_RS04420","19F",0.00783224993674907,372,371,FALSE,0.447789278459701,"SP_1383","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AlaS","Alanyl-tRNA synthetase",15,"Essential","SP_1383","SP_RS06780","SPT_RS04420","SPD_1216","SPD_RS06415"
"SPT_1459",349,3,38.9697861026721,0.00843128522221298,2023,"SPT_RS07245","19F",0.00317546316646549,372,371,FALSE,0.341023375971642,"SP_1521","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"MurC","UDP-N-acetylmuramate--alanine ligase",15,"Essential","SP_1521","SP_RS07490","SPT_RS07245","SPD_1349","SPD_RS07095"
"SPT_0777",350,9,1176.10831444837,0.00121163531778069,2132,"SPT_RS03865","19F",0.00175948831021823,372,371,FALSE,0.445326442457487,"SP_0764","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrDA","dihydroorotate dehydrogenase",0,"Nonessential","SP_0764","SP_RS03730","SPT_RS03865","SPD_0665","SPD_RS03540"
