"label","id","Degree","Betweenness","Pagerank","Cluster","Strain","Diameter","Count","N","Essential","Var","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.new","TAIWAN.19F.old","TAIWAN.19F.new","D39.old","D39.new"
"SP_1381",242,1,0,0,1852,"TIGR4",0.0294052502513855,387,371,FALSE,0.515344539501886,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Putative ABC transporter, ATP-binding protein",1,"Evolvable.Essential","SP_RS06770","SPT_0893","SPT_RS04430","SPD_1214","SPD_RS06405"
"SP_1382",243,1,0,0.00260793452998253,3022,"TIGR4",0.00719497177568276,372,371,FALSE,1.58417368915346,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"Amy","Putative amylase",0,"Nonessential","SP_RS06775","SPT_0892","SPT_RS04425","SPD_1215","SPD_RS06410"
"SP_1394",244,3,0.0833333333333333,0.00300495228320076,1147,"TIGR4",0.255883446198427,629,371,FALSE,1.62595948176757,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Putative amino acid ABC transporter, substrate-binding component",0,"Nonessential","SP_RS06835","SPT_0880","SPT_RS04365","SPD_1226","SPD_RS06470"
"SP_1415",245,1,0,0,4063,"TIGR4",0.00303006539308359,372,371,FALSE,1.02101167838456,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"NagB","Glucosamine-6-phosphate deaminase",0,"Nonessential","SP_RS06935","SPT_0859","SPT_RS04265","SPD_1246","SPD_RS06570"
"SP_1416",246,1,0,0.0708553627323106,40,"TIGR4",0.00536673912871886,372,371,FALSE,0.441718799429741,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"QueA","S-adenosylmethionine:tRNA ribosyltransferase-isomerase",0,"Nonessential","SP_RS06940","SPT_0858","SPT_RS04260","SPD_1247","SPD_RS06575"
"SP_1420",247,1,0,0.00167835288986284,2700,"TIGR4",0.00173192008687424,372,371,TRUE,0.363346679740203,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"NadE","NH(3)-dependent NAD(+) synthetase",15,"Essential","SP_RS06965","SPT_0854","SPT_RS04235","SPD_1250","SPD_RS06595"
"SP_1421",248,1,0,0.00167835288986284,2212,"TIGR4",0.00530970726983281,372,371,FALSE,0.411395780813632,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Nicotinate phosphoribosyltransferase",12,"Evolvable.Essential","SP_RS06970","SPT_0853","SPT_RS04230","SPD_1251","SPD_RS06600"
"SP_1460",249,1,0,0.000165831491749744,51,"TIGR4",0.416353070609303,1974,371,TRUE,0.471519778779208,"Membrane","METABOLISM","ENVIRONMENTAL INFORMATION PROCESSING",NA,"Amino acid metabolism","Membrane transport",NA,2,"TcyC","Cystine ABC transporter, ATP-binding protein",6,"Evolvable.Essential","SP_RS07175","SPT_0815","SPT_RS04055","SPD_1289","SPD_RS06785"
"SP_1461",250,1,0,0.000165831491749742,1208,"TIGR4",0.0010070321809453,372,371,TRUE,0.437870320121917,"Membrane","METABOLISM","ENVIRONMENTAL INFORMATION PROCESSING",NA,"Amino acid metabolism","Membrane transport",NA,2,"TcyB","Cystine ABC transporter, permease protein",15,"Essential","SP_RS07180","SPT_0814","SPT_RS04050","SPD_1290","SPD_RS06790"
"SP_1470",251,1,0,0.0708553627323106,3270,"TIGR4",0.00432637578133553,377,371,FALSE,0.956709957552483,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"ApbE","Thiamine biosynthesis protein",0,"Nonessential","SP_RS07225","SPT_0805","SPT_RS04005","SPD_1300","SPD_RS06835"
"SP_1491",252,1,0,0.0708553627323106,3300,"TIGR4",0.0045021703293208,372,371,FALSE,0.543513113748252,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Glycerol uptake facilitator protein",4,"Evolvable.Essential","SP_RS07340","SPT_1428","SPT_RS07095","SPD_1320","SPD_RS06950"
"SP_1506",253,1,0,0.0708553627323106,2391,"TIGR4",0.0020083933504616,372,371,FALSE,0.436176016793946,NA,"METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","6-phosphogluconolactonase",0,"Nonessential","SP_RS07415","SPT_1442","SPT_RS07165","SPD_1333","SPD_RS07020"
"SP_1507",254,1,0,0.0708553627323106,3252,"TIGR4",0.00244869565217391,377,371,TRUE,1.2475243837483,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpC","ATP synthase F1, epsilon subunit",11,"Evolvable.Essential","SP_RS07420","SPT_1443","SPT_RS07170","SPD_1334","SPD_RS07025"
"SP_1508",255,1,0,0.0708553627323106,2304,"TIGR4",0.00122045148531438,372,371,TRUE,0.798786234724827,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpD","ATP synthase F1, beta subunit",15,"Essential","SP_RS07425","SPT_1444","SPT_RS07175","SPD_1335","SPD_RS07030"
"SP_1509",256,1,0,0.0708553627323106,1492,"TIGR4",0.000552328767123278,371,370,TRUE,0.589353515258631,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpG","ATP synthase F1, gamma subunit",15,"Essential","SP_RS07430","SPT_1445","SPT_RS07180","SPD_1336","SPD_RS07035"
"SP_1510",257,1,0,0.0708553627323106,1111,"TIGR4",0.00306503872296494,371,370,TRUE,0.492881140356444,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpA","ATP synthase F1, alpha subunit",15,"Essential","SP_RS07435","SPT_1446","SPT_RS07185","SPD_1337","SPD_RS07040"
"SP_1511",258,1,0,0.0708553627323106,3244,"TIGR4",0.000347904869762172,372,371,TRUE,0.624144320068526,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpH","ATP synthase F1, delta subunit",15,"Essential","SP_RS07440","SPT_1447","SPT_RS07190","SPD_1338","SPD_RS07045"
"SP_1512",259,1,0,0.0708553627323107,1612,"TIGR4",0.000226700251889176,372,371,TRUE,0.566301846033011,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpF","ATP synthase F0, B subunit",15,"Essential","SP_RS07445","SPT_1448","SPT_RS07195","SPD_1339","SPD_RS07050"
"SP_1513",260,1,0,0.0708553627323106,1642,"TIGR4",0.000799343724364212,372,371,TRUE,0.547034686638762,"Membrane","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpB","ATP synthase F0, A subunit",15,"Essential","SP_RS07450","SPT_1449","SPT_RS07200","SPD_1340","SPD_RS07055"
"SP_1514",261,1,0,0.0708553627323106,869,"TIGR4",0,372,371,TRUE,1.25138654899067,"Membrane","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpE","ATP synthase F0, C subunit",14,"Evolvable.Essential","SP_RS07455","SPT_1450","SPT_RS07205","SPD_1341","SPD_RS07060"
"SP_1524",262,1,0,2.70115135137556e-06,889,"TIGR4",0.00828635799768831,372,371,FALSE,0.624882448658054,NA,"METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","class II aminotransferase",0,"Nonessential","SP_RS07505","SPT_1462","SPT_RS07260","SPD_1352","SPD_RS07110"
"SP_1525",263,1,0,2.70115135137449e-06,2901,"TIGR4",0.006736216369765,372,371,FALSE,0.470450938893411,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"MetB","Cystathionine gamma-synthase",0,"Nonessential","SP_RS07510","SPT_1463","SPT_RS07265","SPD_1353","SPD_RS07115"
"SP_1576",264,2,2288,0.000168532643101122,1882,"TIGR4",0.00376580223679965,373,371,FALSE,0.397850469458662,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"MetA","Homoserine O-succinyltransferase",1,"Evolvable.Essential","SP_RS07770","SPT_1516","SPT_RS07540","SPD_1406","SPD_RS07400"
"SP_1578",265,1,0,0.0103995791743156,1631,"TIGR4",0.00756876113005781,371,371,FALSE,0.977108724382089,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Putative methyltransferase",0,"Nonessential","SP_RS07780","SPT_1519","SPT_RS07550","SPD_1408","SPD_RS07410"
"SP_1580",266,1,0,0.0708553627323106,2098,"TIGR4",0.00156160243311316,372,371,FALSE,1.0693207629366,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"MsmK","Sputative sugar ABC transporter, ATPase component",0,"Nonessential","SP_RS07790","SPT_1520","SPT_RS07560","SPD_1409","SPD_RS07420"
"SP_1583",267,2,0,0.0812549419066262,2370,"TIGR4",0.00552011657335684,371,370,FALSE,0.610525512618749,NA,"METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Isochorismatase",0,"Nonessential","SP_RS07805","SPT_1522","SPT_RS07570","SPD_1411","SPD_RS07430"
"SP_1588",268,1,0,0.0708553627323106,548,"TIGR4",0.00503617811618762,372,371,FALSE,0.608335126359021,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","Pyridine nucleotide-disulfide oxidoreductase",0,"Nonessential","SP_RS07825","SPT_1526","SPT_RS07590","SPD_1415","SPD_RS07450"
"SP_1602",269,1,0,0.0708553627323106,445,"TIGR4",0.00685599813028094,372,371,FALSE,0.449244725763616,"Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"PhnA","Putative PhnA protein",0,"Nonessential","SP_RS07900","SPT_1542","SPT_RS07660","SPD_1427","SPD_RS07520"
"SP_1615",270,1,0,0.0708553627323107,2871,"TIGR4",0.0803449956356689,544,371,FALSE,0.846378444617139,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"RecP1","Transketolase",0,"Nonessential","SP_RS07965","SPT_2025","SPT_RS10030","SPD_1839","SPD_RS09710"
"SP_1616",271,1,0,0.0708553627323106,3426,"TIGR4",0.00230347107438017,135,135,FALSE,1.01912115629708,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Hypothetical Protein",0,"Nonessential","SP_RS07970","SPT_1556","SPT_RS07725","n.p.","n.p"
"SP_1617",272,1,0,0.0708553627323106,2682,"TIGR4",0.121567405934332,173,135,FALSE,0.991233142491731,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"FrwC","Putative PTS system, IIC component ",0,"Nonessential","SP_RS07975","SPT_1557","SPT_RS07730","n.p.","n.p"
"SP_1618",273,1,0,0.0708553627323106,3266,"TIGR4",0.00235688622754491,135,135,FALSE,0.669825083168033,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"FrwB","Putative PTS system, IIB component ",0,"Nonessential","SP_RS07980","n.p.","n.p","n.p.","n.p"
"SP_1619",274,1,0,0.0708553627323106,3346,"TIGR4",0.00052012605760539,135,135,FALSE,1.22637658013997,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"FruA","Putative PTS system, IIA component ",0,"Nonessential","SP_RS07985","SPT_1559","SPT_RS07740","n.p.","n.p"
"SP_1620",275,1,0,0.0708553627323106,2691,"TIGR4",0.00868222204761531,135,135,FALSE,2.20777662991188,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","",0,"Nonessential","SP_RS07990","SPT_1560","SPT_RS07745","n.p.","n.p"
"SP_1621",276,1,0,0.0708553627323106,3692,"TIGR4",0.00495441980457061,136,136,FALSE,0.0500634769083875,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","Putative transcription antiterminator, BglG family ",0,"Nonessential","SP_RS07995","SPT_1561","SPT_RS07750","n.p.","n.p"
"SP_1648",277,1,0,0,3143,"TIGR4",0.00114201474201475,372,371,FALSE,4.35050392179824,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaB","Manganese ABC transporter, ATP-binding component",6,"Evolvable.Essential","SP_RS08135","SPT_1588","SPT_RS07885","SPD_1461","SPD_RS07710"
"SP_1649",278,1,0,0,498,"TIGR4",0.000401169590643277,372,371,FALSE,3.98789903102357,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaC","Manganese ABC transporter, premease component",6,"Evolvable.Essential","SP_RS08140","SPT_1589","SPT_RS07890","SPD_1462","SPD_RS07715"
"SP_1650",279,1,0,0,1500,"TIGR4",0.00102381852551984,373,371,FALSE,2.64737141963692,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaA","Manganese ABC transporter, Mn-binding componnent",6,"Evolvable.Essential","SP_RS08145","SPT_1590","SPT_RS07895","SPD_1463","SPD_RS07720"
"SP_1675",280,2,0,0.018259295455472,3482,"TIGR4",0.00162028122374439,372,371,FALSE,1.41421379132722,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Hypothetical Protein",0,"Nonessential","SP_RS08275","SPT_1614","SPT_RS08025","SPD_1488","SPD_RS07850"
"SP_1676",281,2,0,0.018259295455472,1201,"TIGR4",0.109595740927441,562,370,FALSE,1.45849763284894,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Putative N-acetylneuraminate lyase",0,"Nonessential","SP_RS08280","SPT_1615","SPT_RS08030","SPD_1163","SPD_RS06145"
"SP_1681",282,3,21.3076923076925,0.0891146581877826,364,"TIGR4",0,372,371,FALSE,1.22176627581015,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","Putative sugar ABC transporter, permease component",0,"Nonessential","SP_RS08305","SPT_1619","SPT_RS08055","SPD_1493","SPD_RS07880"
"SP_1682",283,3,21.3076923076925,0.0891146581877826,2791,"TIGR4",0.000153702468312214,372,371,FALSE,1.36677491975839,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","Putative sugar ABC transporter, permease component",0,"Nonessential","SP_RS08310","SPT_1620","SPT_RS08060","SPD_1494","SPD_RS07885"
"SP_1683",284,3,21.3076923076925,0.0891146581877826,1280,"TIGR4",0.00122098892446181,372,371,FALSE,2.42076307381583,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","Putative sugar ABC transporter, sugar-binding component",0,"Nonessential","SP_RS08315","SPT_1621","SPT_RS08065","SPD_1495","SPD_RS07890"
"SP_1684",285,3,21.3076923076925,0.0891146581877826,3379,"TIGR4",0.00492063349867193,371,370,FALSE,1.97100997974844,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","Hypothetical Protein",0,"Nonessential","SP_RS08320","SPT_1622","SPT_RS08070","SPD_1496","SPD_RS07895"
"SP_1685",286,3,21.3076923076925,0.0891146581877826,3345,"TIGR4",0.176945986615653,654,371,FALSE,0.718894951409249,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"NanE2","Putative N-acetylmannosamine-6-phosphate 2-epimerase",0,"Nonessential","SP_RS08325","SPT_1623","SPT_RS08075","SPD_1497","SPD_RS07900"
"SP_1715",287,1,0,0,2190,"TIGR4",0.505375124592324,743,371,FALSE,1.85587108256375,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, ATP-binding protein",0,"Nonessential","n.p","SPT_1653","SPT_RS08220","SPD_1525","SPD_RS08050"
"SP_1716",288,1,0,0.0708553627323106,4042,"TIGR4",0.00836686119232206,375,371,FALSE,0.926419094463076,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS08490","SPT_1655","SPT_RS08230","SPD_1527","SPD_RS08060"
"SP_1717",289,1,0,0.0708553627323106,3616,"TIGR4",0.00274723348681323,372,371,FALSE,0.77181398486211,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS08495","SPT_1656","SPT_RS08235","SPD_1528","SPD_RS08065"
"SP_1721",290,2,289,0.0716336903668627,1545,"TIGR4",0.00478062707665883,372,371,FALSE,0.622906375990957,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"scrK","fructokinase",0,"Nonessential","SP_RS08515","SPT_1659","SPT_RS08255","SPD_1531","SPD_RS08085"
"SP_1725",291,5,291.5,0.010984738551019,1582,"TIGR4",0.00187555524423774,371,370,FALSE,0.724542473036899,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"scrR","Sucrose operon repressor ScrR",0,"Nonessential","SP_RS08535","SPT_1663","SPT_RS08270","SPD_1535","SPD_RS08105"
"SP_1722",292,2,289,0.0716336903668627,3301,"TIGR4",0.202839215777113,372,371,FALSE,0.995456698772989,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system, glucose/sucrose specific IIB subunit",0,"Nonessential","SP_RS08520","SPT_1660","SPT_RS08260","SPD_1532","SPD_RS08090"
"SP_1724",293,1,0,0.000778327634552041,3373,"TIGR4",0.00834714350809703,372,371,FALSE,0.500131382930209,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"scrB","Sucrose-6-phosphate hydrolase",0,"Nonessential","SP_RS08530","SPT_1662","SPT_RS08265","SPD_1534","SPD_RS08100"
"SP_1795",294,2,72,0.0723074355710831,341,"TIGR4",0.0185443958287655,372,371,FALSE,1.07262144848507,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","sucrose-6-phosphate hydrolase",0,"Nonessential","SP_RS08910","SPT_1719","SPT_RS08550","SPD_1582","SPD_RS08360"
"SP_1799",295,4,3,0.0204934783025291,2649,"TIGR4",0.19299658869154,372,371,FALSE,0.982577850702657,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS08930","SPT_1723","SPT_RS08570","SPD_1586","SPD_RS08380"
"SP_1796",296,2,72,0.0723074355710831,602,"TIGR4",0.00364188872857971,242,242,FALSE,1.57796465708774,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS08915","SPT_1720","SPT_RS08555","SPD_1583","SPD_RS08365"
"SP_1797",297,2,72,0.0723074355710831,3786,"TIGR4",0.00120541623304425,243,242,FALSE,1.66089942226827,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS08920","SPT_1721","SPT_RS08560","SPD_1584","SPD_RS08370"
"SP_1798",298,2,72,0.0723074355710831,1726,"TIGR4",0.00286570542111265,242,241,FALSE,1.17197773224107,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS08925","SPT_1722","SPT_RS08565","SPD_1585","SPD_RS08375"
"SP_1852",299,2,0,0.0770918067886487,3272,"TIGR4",0.184681050779215,585,371,FALSE,1.95098002448592,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galT2","galactose-1-phosphate uridylyltransferase",0,"Nonessential","SP_RS09190","SPT_1769","SPT_RS08815","SPD_1633","SPD_RS08630"
"SP_1854",300,5,0.5,0.0880165426560465,3559,"TIGR4",0.00690505484511317,370,369,FALSE,1.74305258163841,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"galR","Galactose operon repressor",0,"Nonessential","SP_RS09200","SPT_1771","SPT_RS08825","SPD_1635","SPD_RS08640"
"SP_1853",301,2,0,0.0770918067886487,2742,"TIGR4",0.00824526795214714,372,371,FALSE,2.09115652468295,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galK","galactokinase",0,"Nonessential","SP_RS09195","SPT_1770","SPT_RS08820","SPD_1634","SPD_RS08635"
"SP_1855",302,1,0,0,1246,"TIGR4",0.00394138173252778,370,369,FALSE,0.862008842385511,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","zinc-containing alcohol dehydrogenase",0,"Nonessential","SP_RS09205","SPT_1772","SPT_RS08830","SPD_1636","SPD_RS08645"
"SP_1856",303,3,0,0,2028,"TIGR4",0.00433472752353435,378,371,FALSE,1.26629166277317,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS09210","SPT_1773","SPT_RS08835","SPD_1637","SPD_RS08650"
"SP_1857",304,1,0,0,3506,"TIGR4",0.00591748881746518,373,371,FALSE,2.97545412126175,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Cation efflux system protein",0,"Nonessential","SP_RS09215","SPT_1774","SPT_RS08840","SPD_1638","SPD_RS08655"
"SP_1858",305,3,0,0,3603,"TIGR4",0.0105019142603863,372,371,FALSE,0.855393676899818,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS09220","SPT_1775","SPT_RS08845","SPD_1639","SPD_RS08660"
"SP_1859",306,1,0,0,2029,"TIGR4",0.0232363353725761,383,371,FALSE,0.526177667078934,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09225","SPT_1776","SPT_RS08850","SPD_1640","SPD_RS08665"
"SP_1869",307,1,0,0.0103995791743156,3499,"TIGR4",0.0066821659795907,372,371,FALSE,1.81788266424358,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09270","SPT_1786","SPT_RS08895","SPD_1649","SPD_RS08725"
"SP_1870",308,1,0,0.0103995791743156,2925,"TIGR4",0.0040317184202118,372,371,FALSE,1.82095708827202,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09275","SPT_1787","SPT_RS08900","SPD_1650","SPD_RS08730"
"SP_1871",309,1,0,0.0103995791743156,3297,"TIGR4",0.00339740997750677,373,371,FALSE,2.31159551989975,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09280","SPT_1788","SPT_RS08905","SPD_1651","SPD_RS08735"
"SP_1872",310,1,0,0.0103995791743156,2508,"TIGR4",0.00746826644056371,372,371,FALSE,2.12497876991759,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09285","SPT_1789","SPT_RS08910","SPD_1652","SPD_RS08740"
"SP_1883",311,2,0,0.0770918067886487,789,"TIGR4",0.00995329817314487,372,370,FALSE,1.10998938261975,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Trehalose-6-phosphate hydrolase",5,"Evolvable.Essential","SP_RS09345","SPT_1800","SPT_RS08970","SPD_1663","SPD_RS08795"
"SP_1885",312,5,0.5,0.0880165426560466,1939,"TIGR4",0.000931904573646079,372,371,FALSE,0.793984671218389,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",0,"Nonessential","SP_RS09355","SPT_1803","SPT_RS08980","SPD_1665","SPD_RS08805"
"SP_1884",313,2,0,0.0770918067886487,1672,"TIGR4",0.00790016068468626,375,371,FALSE,1.22916667477988,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, trehalose-specific IIB component",0,"Nonessential","SP_RS09350","SPT_1802","SPT_RS08975","SPD_1664","SPD_RS08800"
"SP_1887",314,1,0,0.0103995791743156,3305,"TIGR4",0.00190453422797645,372,371,FALSE,0.942380667534204,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiF","Oligopeptide transport ATP-binding protein AmiF",1,"Evolvable.Essential","SP_RS09375","SPT_1809","SPT_RS09010","SPD_1667","SPD_RS08820"
"SP_1888",315,1,0,0.0103995791743156,1495,"TIGR4",0.00520673619906654,372,371,FALSE,0.742953132883273,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiE","Oligopeptide transport ATP-binding protein AmiE",0,"Nonessential","SP_RS09380","SPT_1810","SPT_RS09015","SPD_1668","SPD_RS08825"
"SP_1889",316,1,0,0.0103995791743156,2531,"TIGR4",0.000153964194373398,372,371,FALSE,0.6716842045455,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiD","Oligopeptide transport ATP-binding protein AmiD",0,"Nonessential","SP_RS09385","SPT_1811","SPT_RS09020","SPD_1669","SPD_RS08830"
"SP_1890",317,1,0,0.0103995791743156,374,"TIGR4",0.00340241392656376,371,370,FALSE,0.444015952747425,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiC","Oligopeptide transport ATP-binding protein AmiF",1,"Evolvable.Essential","SP_RS09390","SPT_1812","SPT_RS09025","SPD_1670","SPD_RS08835"
"SP_1891",318,1,0,0.0103995791743156,3408,"TIGR4",0.259823574988216,1115,371,FALSE,0.719536951491079,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiA","oligopeptide ABC transporter, oligopeptide-binding protein AmiA",0,"Nonessential","SP_RS09395","SPT_1466","SPT_RS07285","SPD_1671","SPD_RS08840"
"SP_1895",319,1,0,0.0708553627323106,2959,"TIGR4",0.00342170557007535,370,370,FALSE,0.634052740126513,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"rafG","sugar ABC transporter substrate-binding protein",0,"Nonessential","SP_RS09415","SPT_1817","SPT_RS09050","SPD_1675","SPD_RS08860"
"SP_1896",320,1,0,0.0708553627323106,727,"TIGR4",0.00556122992087221,374,370,FALSE,0.91879059425588,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"rafF","sugar ABC transporter substrate-binding protein",0,"Nonessential","SP_RS09420","SPT_1818","SPT_RS09055","SPD_1676","SPD_RS08865"
